Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (SDG),Item,Year Code,Year,Unit,Value
"SDGB","SDG Indicators","008","Albania","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2006","2006","%","2.16"
"SDGB","SDG Indicators","008","Albania","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2007","2007","%","2.16"
"SDGB","SDG Indicators","008","Albania","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2008","2008","%","1.65"
"SDGB","SDG Indicators","008","Albania","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2009","2009","%","1.65"
"SDGB","SDG Indicators","008","Albania","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2010","2010","%","1.69"
"SDGB","SDG Indicators","008","Albania","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2011","2011","%","1.66"
"SDGB","SDG Indicators","008","Albania","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2012","2012","%","1.57"
"SDGB","SDG Indicators","008","Albania","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2013","2013","%","1.74"
"SDGB","SDG Indicators","008","Albania","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2014","2014","%","1.74"
"SDGB","SDG Indicators","008","Albania","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2015","2015","%","1.95"
"SDGB","SDG Indicators","008","Albania","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2016","2016","%","2.95"
"SDGB","SDG Indicators","008","Albania","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2017","2017","%","2.21"
"SDGB","SDG Indicators","008","Albania","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2018","2018","%","2.2"
"SDGB","SDG Indicators","008","Albania","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2019","2019","%","2.04"
"SDGB","SDG Indicators","008","Albania","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2020","2020","%","2.08"
"SDGB","SDG Indicators","008","Albania","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2021","2021","%","2.76"
"SDGB","SDG Indicators","008","Albania","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2022","2022","%","2.54"
"SDGB","SDG Indicators","012","Algeria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2001","2001","%","3.89"
"SDGB","SDG Indicators","012","Algeria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2002","2002","%","3.75"
"SDGB","SDG Indicators","012","Algeria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2003","2003","%","3.77"
"SDGB","SDG Indicators","012","Algeria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2004","2004","%","3.68"
"SDGB","SDG Indicators","012","Algeria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2005","2005","%","4"
"SDGB","SDG Indicators","012","Algeria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2006","2006","%","4.24"
"SDGB","SDG Indicators","012","Algeria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2007","2007","%","2.19"
"SDGB","SDG Indicators","012","Algeria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2008","2008","%","5.2"
"SDGB","SDG Indicators","012","Algeria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2009","2009","%","3.65"
"SDGB","SDG Indicators","012","Algeria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2010","2010","%","2"
"SDGB","SDG Indicators","012","Algeria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2011","2011","%","3.36"
"SDGB","SDG Indicators","012","Algeria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2012","2012","%","3.02"
"SDGB","SDG Indicators","012","Algeria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2013","2013","%","3.4"
"SDGB","SDG Indicators","012","Algeria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2014","2014","%","3.04"
"SDGB","SDG Indicators","012","Algeria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2015","2015","%","3.47"
"SDGB","SDG Indicators","012","Algeria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2016","2016","%","3.02"
"SDGB","SDG Indicators","012","Algeria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2017","2017","%","3.16"
"SDGB","SDG Indicators","012","Algeria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2018","2018","%","2.93"
"SDGB","SDG Indicators","012","Algeria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2019","2019","%","2.75"
"SDGB","SDG Indicators","012","Algeria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2020","2020","%","2.89"
"SDGB","SDG Indicators","012","Algeria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2021","2021","%","2.78"
"SDGB","SDG Indicators","012","Algeria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2022","2022","%","4"
"SDGB","SDG Indicators","024","Angola","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2001","2001","%","1.23"
"SDGB","SDG Indicators","024","Angola","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2002","2002","%","0.52"
"SDGB","SDG Indicators","024","Angola","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2003","2003","%","0.64"
"SDGB","SDG Indicators","024","Angola","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2004","2004","%","1.32"
"SDGB","SDG Indicators","024","Angola","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2005","2005","%","1.73"
"SDGB","SDG Indicators","024","Angola","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2006","2006","%","1.69"
"SDGB","SDG Indicators","024","Angola","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2007","2007","%","2.84"
"SDGB","SDG Indicators","024","Angola","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2008","2008","%","2.12"
"SDGB","SDG Indicators","024","Angola","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2009","2009","%","0.89"
"SDGB","SDG Indicators","024","Angola","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2010","2010","%","1.08"
"SDGB","SDG Indicators","024","Angola","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2011","2011","%","1.12"
"SDGB","SDG Indicators","024","Angola","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2012","2012","%","0.93"
"SDGB","SDG Indicators","024","Angola","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2013","2013","%","1.12"
"SDGB","SDG Indicators","024","Angola","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2014","2014","%","0.74"
"SDGB","SDG Indicators","024","Angola","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2015","2015","%","0.7"
"SDGB","SDG Indicators","024","Angola","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2016","2016","%","0.65"
"SDGB","SDG Indicators","024","Angola","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2017","2017","%","0.5"
"SDGB","SDG Indicators","024","Angola","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2018","2018","%","0.41"
"SDGB","SDG Indicators","024","Angola","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2019","2019","%","0.92"
"SDGB","SDG Indicators","024","Angola","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2020","2020","%","0.54"
"SDGB","SDG Indicators","024","Angola","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2021","2021","%","0.73"
"SDGB","SDG Indicators","024","Angola","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2022","2022","%","0.84"
"SDGB","SDG Indicators","028","Antigua and Barbuda","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2001","2001","%",""
"SDGB","SDG Indicators","028","Antigua and Barbuda","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2002","2002","%",""
"SDGB","SDG Indicators","028","Antigua and Barbuda","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2003","2003","%",""
"SDGB","SDG Indicators","028","Antigua and Barbuda","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2004","2004","%",""
"SDGB","SDG Indicators","028","Antigua and Barbuda","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2005","2005","%",""
"SDGB","SDG Indicators","028","Antigua and Barbuda","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2006","2006","%",""
"SDGB","SDG Indicators","028","Antigua and Barbuda","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2007","2007","%",""
"SDGB","SDG Indicators","028","Antigua and Barbuda","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2008","2008","%",""
"SDGB","SDG Indicators","028","Antigua and Barbuda","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2009","2009","%",""
"SDGB","SDG Indicators","028","Antigua and Barbuda","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2010","2010","%",""
"SDGB","SDG Indicators","028","Antigua and Barbuda","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2011","2011","%",""
"SDGB","SDG Indicators","028","Antigua and Barbuda","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2012","2012","%",""
"SDGB","SDG Indicators","028","Antigua and Barbuda","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2013","2013","%",""
"SDGB","SDG Indicators","028","Antigua and Barbuda","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2014","2014","%","0.97"
"SDGB","SDG Indicators","028","Antigua and Barbuda","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2015","2015","%","0.71"
"SDGB","SDG Indicators","028","Antigua and Barbuda","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2016","2016","%","1.57"
"SDGB","SDG Indicators","028","Antigua and Barbuda","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2017","2017","%","1.63"
"SDGB","SDG Indicators","028","Antigua and Barbuda","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2018","2018","%","1.49"
"SDGB","SDG Indicators","028","Antigua and Barbuda","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2019","2019","%","1.23"
"SDGB","SDG Indicators","028","Antigua and Barbuda","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2020","2020","%","2.72"
"SDGB","SDG Indicators","028","Antigua and Barbuda","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2021","2021","%","1.61"
"SDGB","SDG Indicators","028","Antigua and Barbuda","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2022","2022","%","1.43"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2001","2001","%","0.93"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2002","2002","%","0.73"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2003","2003","%","0.58"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2004","2004","%","0.69"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2005","2005","%","0.56"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2006","2006","%","0.65"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2007","2007","%","1.99"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2008","2008","%","3.66"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2009","2009","%","2.33"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2010","2010","%","2.49"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2011","2011","%","1.16"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2012","2012","%","0.98"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2013","2013","%","0.99"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2014","2014","%","0.68"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2015","2015","%","0.75"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2016","2016","%","0.53"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2017","2017","%","0.58"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2018","2018","%","0.41"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2019","2019","%","0.34"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2020","2020","%","0.42"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2021","2021","%","0.4"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2022","2022","%","0.66"
"SDGB","SDG Indicators","051","Armenia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2001","2001","%",""
"SDGB","SDG Indicators","051","Armenia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2002","2002","%",""
"SDGB","SDG Indicators","051","Armenia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2003","2003","%","3.77"
"SDGB","SDG Indicators","051","Armenia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2004","2004","%","3.74"
"SDGB","SDG Indicators","051","Armenia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2005","2005","%","3.74"
"SDGB","SDG Indicators","051","Armenia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2006","2006","%","3.87"
"SDGB","SDG Indicators","051","Armenia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2007","2007","%","3.82"
"SDGB","SDG Indicators","051","Armenia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2008","2008","%","3.44"
"SDGB","SDG Indicators","051","Armenia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2009","2009","%","3.84"
"SDGB","SDG Indicators","051","Armenia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2010","2010","%","4.17"
"SDGB","SDG Indicators","051","Armenia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2011","2011","%","4.26"
"SDGB","SDG Indicators","051","Armenia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2012","2012","%","2.2"
"SDGB","SDG Indicators","051","Armenia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2013","2013","%","1.61"
"SDGB","SDG Indicators","051","Armenia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2014","2014","%","1.68"
"SDGB","SDG Indicators","051","Armenia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2015","2015","%","2.44"
"SDGB","SDG Indicators","051","Armenia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2016","2016","%","3.31"
"SDGB","SDG Indicators","051","Armenia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2017","2017","%","2.49"
"SDGB","SDG Indicators","051","Armenia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2018","2018","%","1.84"
"SDGB","SDG Indicators","051","Armenia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2019","2019","%","2.01"
"SDGB","SDG Indicators","051","Armenia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2020","2020","%","1.75"
"SDGB","SDG Indicators","051","Armenia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2021","2021","%","2.34"
"SDGB","SDG Indicators","051","Armenia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2022","2022","%","2.78"
"SDGB","SDG Indicators","036","Australia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2001","2001","%","1.49"
"SDGB","SDG Indicators","036","Australia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2002","2002","%","1.45"
"SDGB","SDG Indicators","036","Australia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2003","2003","%","1.47"
"SDGB","SDG Indicators","036","Australia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2004","2004","%","1.38"
"SDGB","SDG Indicators","036","Australia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2005","2005","%","1.14"
"SDGB","SDG Indicators","036","Australia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2006","2006","%","1.42"
"SDGB","SDG Indicators","036","Australia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2007","2007","%","1.41"
"SDGB","SDG Indicators","036","Australia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2008","2008","%","1.62"
"SDGB","SDG Indicators","036","Australia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2009","2009","%","1.2"
"SDGB","SDG Indicators","036","Australia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2010","2010","%","1.14"
"SDGB","SDG Indicators","036","Australia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2011","2011","%","1.02"
"SDGB","SDG Indicators","036","Australia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2012","2012","%","0.91"
"SDGB","SDG Indicators","036","Australia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2013","2013","%","0.79"
"SDGB","SDG Indicators","036","Australia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2014","2014","%","0.71"
"SDGB","SDG Indicators","036","Australia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2015","2015","%","0.64"
"SDGB","SDG Indicators","036","Australia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2016","2016","%","0.67"
"SDGB","SDG Indicators","036","Australia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2017","2017","%","0.65"
"SDGB","SDG Indicators","036","Australia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2018","2018","%","0.63"
"SDGB","SDG Indicators","036","Australia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2019","2019","%","0.64"
"SDGB","SDG Indicators","036","Australia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2020","2020","%","0.49"
"SDGB","SDG Indicators","036","Australia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2021","2021","%","0.59"
"SDGB","SDG Indicators","036","Australia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2022","2022","%","0.59"
"SDGB","SDG Indicators","040","Austria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2001","2001","%","1.15"
"SDGB","SDG Indicators","040","Austria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2002","2002","%","1.25"
"SDGB","SDG Indicators","040","Austria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2003","2003","%","1.26"
"SDGB","SDG Indicators","040","Austria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2004","2004","%","1.08"
"SDGB","SDG Indicators","040","Austria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2005","2005","%","1.11"
"SDGB","SDG Indicators","040","Austria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2006","2006","%","1.04"
"SDGB","SDG Indicators","040","Austria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2007","2007","%","0.93"
"SDGB","SDG Indicators","040","Austria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2008","2008","%","0.95"
"SDGB","SDG Indicators","040","Austria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2009","2009","%","0.91"
"SDGB","SDG Indicators","040","Austria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2010","2010","%","0.87"
"SDGB","SDG Indicators","040","Austria","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2011","2011","%","0.83"
